,Age,Job,Marital.Status,Education,Credit,Balance..euros.,Housing.Loan,Personal.Loan,Contact,Last.Contact.Day,Last.Contact.Month,Last.Contact.Duration,Campaign,Pdays,Previous,Poutcome,Subscription
23034,52,services,married,secondary,0,431,0,0,cellular,26,aug,73,17,-1,0.0,unknown,0
23035,30,technician,single,secondary,0,9645,0,1,cellular,26,aug,130,10,-1,0.0,unknown,0
23036,32,management,single,tertiary,0,5167,0,0,cellular,26,aug,10,18,-1,0.0,unknown,0
23037,47,services,married,secondary,0,612,0,0,cellular,26,aug,139,4,-1,0.0,unknown,0
23038,58,blue-collar,married,primary,0,0,0,0,cellular,26,aug,168,4,-1,0.0,unknown,0
23042,60,blue-collar,married,primary,0,11,0,0,telephone,26,aug,15,10,-1,0.0,unknown,0
23043,48,management,married,tertiary,0,0,1,0,cellular,26,aug,204,2,-1,0.0,unknown,0
23045,46,blue-collar,married,primary,0,588,1,0,cellular,26,aug,260,4,-1,0.0,unknown,0
23047,50,blue-collar,married,secondary,0,579,0,0,cellular,26,aug,83,4,-1,0.0,unknown,0
23050,33,technician,single,tertiary,0,3773,0,0,cellular,26,aug,124,4,-1,0.0,unknown,0
23053,44,technician,married,secondary,0,608,0,0,cellular,26,aug,128,2,-1,0.0,unknown,0
23054,37,management,single,tertiary,0,9,0,0,cellular,26,aug,484,2,-1,0.0,unknown,0
23055,60,retired,married,primary,0,5,0,0,cellular,26,aug,63,2,-1,0.0,unknown,0
23056,42,management,single,tertiary,0,145,0,0,cellular,26,aug,174,2,-1,0.0,unknown,0
23057,53,management,married,tertiary,0,0,0,0,cellular,26,aug,240,2,-1,0.0,unknown,0
23058,47,blue-collar,married,primary,0,0,0,0,cellular,26,aug,71,4,-1,0.0,unknown,0
23059,49,management,married,tertiary,0,108,0,0,cellular,26,aug,210,6,-1,0.0,unknown,0
23060,33,management,married,tertiary,0,544,0,1,cellular,26,aug,111,4,-1,0.0,unknown,0
23062,47,blue-collar,married,secondary,0,581,1,0,cellular,26,aug,79,6,-1,0.0,unknown,0
23063,38,management,married,tertiary,0,0,1,0,cellular,26,aug,22,38,-1,0.0,unknown,0
23065,35,management,married,tertiary,0,38,0,0,cellular,26,aug,194,8,-1,0.0,unknown,0
23066,48,management,married,tertiary,0,4852,0,0,cellular,26,aug,41,11,-1,0.0,unknown,0
23067,42,technician,single,secondary,0,275,0,0,cellular,26,aug,31,8,-1,0.0,unknown,0
23069,35,management,married,tertiary,0,841,0,0,cellular,26,aug,301,6,-1,0.0,unknown,0
23070,52,management,single,tertiary,0,83,0,0,cellular,26,aug,1223,6,-1,0.0,unknown,1
23071,30,management,married,secondary,1,471,1,0,cellular,26,aug,73,4,-1,0.0,unknown,0
23073,42,management,divorced,tertiary,0,1243,0,0,cellular,26,aug,1000,4,-1,0.0,unknown,1
23074,45,technician,married,secondary,0,34,0,0,cellular,26,aug,333,4,-1,0.0,unknown,0
23075,48,management,married,primary,0,2537,0,0,cellular,26,aug,219,6,-1,0.0,unknown,0
23076,47,services,married,secondary,0,284,0,0,cellular,26,aug,266,5,-1,0.0,unknown,0
23077,60,management,married,tertiary,0,0,0,0,cellular,26,aug,362,6,-1,0.0,unknown,0
23079,46,services,married,secondary,0,301,0,0,cellular,26,aug,241,7,-1,0.0,unknown,0
23080,56,technician,divorced,secondary,0,0,0,0,cellular,26,aug,471,8,-1,0.0,unknown,0
23081,50,blue-collar,married,primary,0,1617,0,0,cellular,26,aug,55,4,-1,0.0,unknown,0
23082,31,self-employed,married,tertiary,0,3220,0,0,cellular,26,aug,74,4,-1,0.0,unknown,0
23084,35,management,married,tertiary,0,231,0,0,cellular,26,aug,130,6,-1,0.0,unknown,0
23085,32,management,single,tertiary,1,5,1,0,cellular,26,aug,520,4,-1,0.0,unknown,0
23086,41,management,single,tertiary,0,236,0,0,cellular,26,aug,72,4,-1,0.0,unknown,0
23087,52,self-employed,divorced,secondary,0,385,0,1,cellular,26,aug,96,4,-1,0.0,unknown,0
23088,48,management,single,tertiary,0,505,0,0,cellular,26,aug,320,5,-1,0.0,unknown,0
23089,43,technician,married,secondary,0,10,0,0,cellular,26,aug,301,16,-1,0.0,unknown,0
23090,37,management,single,tertiary,0,-533,0,0,cellular,26,aug,234,4,-1,0.0,unknown,0
23091,30,technician,single,secondary,0,7,0,0,cellular,26,aug,75,4,-1,0.0,unknown,0
23092,35,management,married,tertiary,0,71,0,1,cellular,26,aug,78,4,-1,0.0,unknown,0
23093,37,management,married,tertiary,0,725,0,0,cellular,26,aug,162,13,-1,0.0,unknown,0
23095,45,admin.,married,secondary,0,434,0,0,cellular,26,aug,76,4,-1,0.0,unknown,0
23096,34,management,single,tertiary,0,4687,0,0,cellular,26,aug,10,19,-1,0.0,unknown,0
23101,60,admin.,married,primary,0,41,0,0,cellular,26,aug,140,6,-1,0.0,unknown,0
23103,36,entrepreneur,divorced,tertiary,0,219,0,0,cellular,26,aug,358,4,-1,0.0,unknown,0
23104,31,management,single,tertiary,0,0,0,0,cellular,26,aug,120,6,-1,0.0,unknown,0
23105,33,technician,single,secondary,0,487,1,0,cellular,26,aug,532,14,-1,0.0,unknown,0
23106,49,self-employed,married,secondary,0,0,0,0,cellular,26,aug,175,6,-1,0.0,unknown,0
23107,42,housemaid,married,tertiary,0,0,0,0,cellular,26,aug,112,10,-1,0.0,unknown,0
23108,51,services,married,primary,0,10150,1,0,cellular,26,aug,157,5,-1,0.0,unknown,0
23109,57,services,married,secondary,0,1113,0,0,cellular,26,aug,264,20,-1,0.0,unknown,0
23110,31,management,married,tertiary,0,392,0,0,cellular,26,aug,119,3,-1,0.0,unknown,0
23111,55,self-employed,married,secondary,1,0,0,0,cellular,26,aug,172,5,-1,0.0,unknown,0
23113,45,management,married,tertiary,0,22815,0,0,cellular,26,aug,653,8,-1,0.0,unknown,0
23114,39,management,single,tertiary,0,1092,0,0,cellular,26,aug,205,7,-1,0.0,unknown,0
23116,32,management,married,secondary,0,0,0,0,cellular,26,aug,277,3,-1,0.0,unknown,0
23117,34,technician,single,secondary,0,1974,0,0,cellular,26,aug,603,3,-1,0.0,unknown,0
23119,31,technician,single,tertiary,0,25,0,0,cellular,26,aug,265,16,-1,0.0,unknown,0
23120,31,admin.,married,secondary,0,734,0,0,cellular,26,aug,195,9,-1,0.0,unknown,0
23121,52,self-employed,married,secondary,0,517,0,0,cellular,26,aug,77,4,-1,0.0,unknown,0
23122,44,management,married,tertiary,0,0,0,0,cellular,26,aug,130,4,-1,0.0,unknown,0
23123,31,unemployed,married,tertiary,0,7744,0,0,cellular,26,aug,377,8,-1,0.0,unknown,0
23124,45,blue-collar,married,primary,0,0,0,0,cellular,26,aug,454,2,-1,0.0,unknown,0
23125,30,management,single,tertiary,0,21,0,0,cellular,26,aug,61,7,-1,0.0,unknown,0
23126,39,technician,single,secondary,0,69,0,0,cellular,26,aug,183,3,-1,0.0,unknown,0
23127,37,technician,single,secondary,0,-274,1,0,cellular,26,aug,218,5,-1,0.0,unknown,0
23128,46,management,married,tertiary,0,326,0,0,cellular,26,aug,182,7,-1,0.0,unknown,0
23130,31,management,single,tertiary,0,1,0,0,cellular,26,aug,107,5,-1,0.0,unknown,0
23131,38,technician,married,secondary,0,257,0,0,cellular,26,aug,57,10,-1,0.0,unknown,0
23133,30,technician,single,secondary,0,893,0,0,cellular,26,aug,45,3,-1,0.0,unknown,0
23134,34,technician,married,secondary,0,1005,0,0,cellular,26,aug,209,7,-1,0.0,unknown,0
23136,46,services,married,secondary,0,12,0,0,cellular,26,aug,225,3,-1,0.0,unknown,0
23141,52,admin.,divorced,unknown,0,0,0,0,cellular,26,aug,168,4,-1,0.0,unknown,0
23143,30,management,single,tertiary,0,796,0,1,cellular,26,aug,366,13,-1,0.0,unknown,0
23144,48,technician,single,secondary,0,957,0,0,cellular,26,aug,198,5,-1,0.0,unknown,0
23147,36,management,divorced,tertiary,0,608,0,0,cellular,26,aug,125,2,-1,0.0,unknown,0
23148,36,technician,single,secondary,1,0,0,1,cellular,26,aug,109,14,-1,0.0,unknown,0
23149,40,management,single,tertiary,0,0,0,0,cellular,26,aug,58,7,-1,0.0,unknown,0
23150,36,unemployed,married,tertiary,0,154,0,0,cellular,26,aug,556,7,-1,0.0,unknown,1
23151,40,management,married,tertiary,0,3160,0,0,cellular,26,aug,100,4,-1,0.0,unknown,0
23152,36,management,married,secondary,0,699,0,0,cellular,26,aug,20,8,-1,0.0,unknown,0
23153,45,management,married,tertiary,0,10,0,0,cellular,26,aug,133,7,-1,0.0,unknown,0
23154,38,technician,married,tertiary,0,-363,0,0,cellular,26,aug,101,2,-1,0.0,unknown,0
23156,32,management,divorced,tertiary,0,387,0,0,cellular,26,aug,99,4,-1,0.0,unknown,0
23157,44,technician,married,secondary,0,7863,0,0,cellular,26,aug,59,6,-1,0.0,unknown,0
23159,31,unknown,married,tertiary,0,526,0,0,cellular,26,aug,130,13,-1,0.0,unknown,0
23160,52,blue-collar,married,primary,0,359,0,0,telephone,26,aug,361,14,-1,0.0,unknown,0
23162,30,management,married,tertiary,0,20,0,0,cellular,26,aug,272,10,-1,0.0,unknown,0
23166,32,technician,married,secondary,0,485,0,0,cellular,26,aug,98,14,-1,0.0,unknown,0
23169,45,technician,divorced,tertiary,0,0,0,0,cellular,27,aug,58,4,-1,0.0,unknown,0
23171,38,management,single,tertiary,0,1272,0,0,cellular,27,aug,101,6,-1,0.0,unknown,0
23172,50,housemaid,married,primary,0,0,0,0,cellular,27,aug,52,3,-1,0.0,unknown,0
23174,34,self-employed,single,secondary,0,296,0,0,cellular,27,aug,609,13,-1,0.0,unknown,1
23176,55,technician,divorced,tertiary,0,56,0,0,cellular,27,aug,94,6,-1,0.0,unknown,0
23178,45,technician,married,secondary,0,3460,0,0,cellular,27,aug,116,4,-1,0.0,unknown,0
23179,38,technician,single,tertiary,0,187,0,0,cellular,27,aug,87,7,-1,0.0,unknown,0
23181,51,blue-collar,married,secondary,0,285,1,1,cellular,27,aug,27,8,-1,0.0,unknown,0
23182,31,technician,divorced,tertiary,0,0,0,0,cellular,27,aug,581,6,-1,0.0,unknown,1
23183,48,management,married,tertiary,0,567,0,0,cellular,27,aug,20,34,-1,0.0,unknown,0
23187,45,technician,divorced,tertiary,0,917,0,0,cellular,27,aug,144,8,-1,0.0,unknown,0
23188,35,technician,married,secondary,0,0,0,0,cellular,27,aug,106,4,-1,0.0,unknown,0
23189,51,services,married,unknown,0,3413,0,0,cellular,27,aug,146,7,-1,0.0,unknown,0
23191,48,entrepreneur,married,primary,0,386,0,1,cellular,27,aug,185,5,-1,0.0,unknown,0
23192,37,management,married,tertiary,0,40,0,0,cellular,27,aug,1033,4,-1,0.0,unknown,1
23193,58,admin.,married,secondary,0,0,0,0,cellular,27,aug,503,13,-1,0.0,unknown,0
23195,54,management,married,tertiary,0,656,1,1,cellular,27,aug,105,6,-1,0.0,unknown,0
23196,30,management,single,tertiary,0,60,0,0,cellular,27,aug,87,3,-1,0.0,unknown,0
23197,52,management,married,tertiary,0,1158,0,0,cellular,27,aug,57,4,-1,0.0,unknown,0
23198,49,blue-collar,married,secondary,0,2673,0,0,cellular,27,aug,219,4,-1,0.0,unknown,0
23199,55,retired,married,secondary,0,39,0,0,cellular,27,aug,281,5,-1,0.0,unknown,0
23200,37,technician,married,tertiary,0,143,0,0,cellular,27,aug,57,6,-1,0.0,unknown,0
23201,37,self-employed,married,secondary,0,487,0,1,cellular,27,aug,155,15,-1,0.0,unknown,0
23203,32,management,single,tertiary,0,1836,0,0,cellular,27,aug,96,9,-1,0.0,unknown,0
23204,49,blue-collar,married,secondary,0,-417,0,0,cellular,27,aug,13,20,-1,0.0,unknown,0
23205,59,retired,married,secondary,0,2396,0,0,cellular,27,aug,1040,6,-1,0.0,unknown,1
23206,35,technician,divorced,secondary,0,1085,0,0,cellular,27,aug,130,10,-1,0.0,unknown,0
23207,41,management,married,tertiary,0,6563,0,0,cellular,27,aug,136,8,-1,0.0,unknown,0
23208,38,technician,married,tertiary,0,51,0,0,telephone,27,aug,39,9,-1,0.0,unknown,0
23210,52,management,divorced,tertiary,0,0,0,0,cellular,27,aug,153,4,-1,0.0,unknown,0
23211,55,services,married,unknown,0,2944,0,0,cellular,27,aug,672,6,-1,0.0,unknown,1
23213,46,blue-collar,married,secondary,0,836,0,0,cellular,27,aug,199,4,-1,0.0,unknown,0
23214,38,management,married,tertiary,0,3724,1,0,cellular,27,aug,23,10,-1,0.0,unknown,0
23216,38,technician,married,secondary,0,258,0,0,cellular,27,aug,181,4,-1,0.0,unknown,0
23217,47,admin.,married,secondary,0,1647,0,0,cellular,27,aug,39,13,-1,0.0,unknown,0
23218,31,management,married,tertiary,0,917,1,0,cellular,27,aug,100,9,-1,0.0,unknown,0
23219,39,technician,single,tertiary,0,0,0,0,cellular,27,aug,147,4,-1,0.0,unknown,0
23220,59,housemaid,married,primary,0,0,0,0,cellular,27,aug,76,11,-1,0.0,unknown,0
23222,35,technician,single,secondary,0,344,0,0,cellular,27,aug,519,16,-1,0.0,unknown,1
23224,42,technician,divorced,secondary,0,324,1,0,cellular,27,aug,203,2,-1,0.0,unknown,0
23227,31,management,single,secondary,0,36,0,0,cellular,27,aug,105,2,-1,0.0,unknown,0
23228,48,technician,married,secondary,0,98,0,0,cellular,27,aug,146,4,-1,0.0,unknown,0
23229,59,management,married,tertiary,0,0,0,0,cellular,27,aug,87,4,-1,0.0,unknown,0
23230,31,technician,married,tertiary,0,313,1,0,cellular,27,aug,114,2,-1,0.0,unknown,0
23232,33,management,single,tertiary,0,7084,0,0,cellular,27,aug,512,8,-1,0.0,unknown,1
23233,48,management,married,tertiary,0,6748,0,0,cellular,27,aug,162,3,-1,0.0,unknown,0
23234,56,self-employed,married,tertiary,0,719,0,0,cellular,27,aug,236,2,-1,0.0,unknown,0
23235,41,management,married,tertiary,0,24,0,0,cellular,27,aug,130,8,-1,0.0,unknown,0
23236,36,technician,married,secondary,0,30,0,0,cellular,27,aug,111,2,-1,0.0,unknown,0
23239,38,management,married,tertiary,0,3228,0,0,cellular,27,aug,123,8,-1,0.0,unknown,0
23240,44,management,single,tertiary,0,639,0,0,cellular,27,aug,69,12,-1,0.0,unknown,0
23241,31,technician,single,secondary,0,46,0,0,cellular,27,aug,313,6,-1,0.0,unknown,0
23242,42,technician,divorced,tertiary,0,765,0,0,cellular,27,aug,78,8,-1,0.0,unknown,0
23244,36,management,single,tertiary,0,0,0,0,cellular,27,aug,134,2,-1,0.0,unknown,0
23245,43,management,married,tertiary,0,46,0,0,cellular,27,aug,63,8,-1,0.0,unknown,0
23246,31,technician,divorced,secondary,0,24,0,1,cellular,27,aug,352,2,-1,0.0,unknown,0
23248,32,management,married,tertiary,0,2204,0,0,cellular,27,aug,123,4,-1,0.0,unknown,0
23249,53,unemployed,married,primary,0,49,0,0,cellular,27,aug,254,8,-1,0.0,unknown,0
23250,58,retired,married,primary,0,-102,1,1,cellular,27,aug,80,10,-1,0.0,unknown,0
23251,32,technician,single,secondary,0,1107,0,0,cellular,27,aug,113,8,-1,0.0,unknown,0
23252,41,technician,married,secondary,0,128,1,0,cellular,27,aug,100,2,-1,0.0,unknown,0
23253,59,blue-collar,married,primary,0,699,0,0,cellular,27,aug,88,6,-1,0.0,unknown,0
23254,32,management,single,tertiary,0,0,0,0,cellular,27,aug,121,2,-1,0.0,unknown,0
23255,57,retired,married,secondary,0,63,0,0,cellular,27,aug,91,2,-1,0.0,unknown,0
23256,32,management,married,tertiary,0,0,0,0,cellular,27,aug,164,2,-1,0.0,unknown,0
23258,51,blue-collar,married,secondary,0,16,1,1,telephone,27,aug,145,2,-1,0.0,unknown,0
23259,31,technician,married,tertiary,0,11,0,0,cellular,27,aug,651,2,-1,0.0,unknown,0
23260,30,technician,single,secondary,0,0,0,0,cellular,27,aug,109,2,-1,0.0,unknown,0
23261,56,blue-collar,married,secondary,0,297,0,1,telephone,27,aug,220,16,-1,0.0,unknown,0
23262,31,technician,divorced,secondary,0,-175,0,0,telephone,27,aug,9,15,-1,0.0,unknown,0
23264,46,management,divorced,secondary,0,0,0,0,cellular,27,aug,763,5,-1,0.0,unknown,1
23267,47,services,married,primary,0,6,0,0,cellular,27,aug,63,4,-1,0.0,unknown,0
23269,33,technician,single,secondary,1,-173,0,0,cellular,27,aug,342,4,-1,0.0,unknown,0
23270,34,management,single,tertiary,0,127,0,0,cellular,27,aug,63,6,-1,0.0,unknown,0
23271,51,blue-collar,married,primary,0,3726,0,1,cellular,27,aug,119,12,-1,0.0,unknown,0
23272,40,entrepreneur,married,primary,0,324,1,0,cellular,27,aug,205,6,-1,0.0,unknown,0
23273,38,technician,divorced,secondary,0,-453,0,1,cellular,27,aug,15,9,-1,0.0,unknown,0
23278,43,technician,divorced,secondary,0,-414,0,0,cellular,27,aug,590,4,-1,0.0,unknown,0
23279,57,technician,married,secondary,0,104,0,0,cellular,27,aug,86,5,-1,0.0,unknown,0
23280,39,management,married,tertiary,0,1041,0,0,cellular,27,aug,116,7,-1,0.0,unknown,0
23281,45,blue-collar,married,primary,0,692,1,1,cellular,27,aug,102,4,-1,0.0,unknown,0
23282,60,technician,married,tertiary,0,91,0,0,cellular,27,aug,105,4,-1,0.0,unknown,0
23285,35,technician,married,secondary,0,-1459,1,0,cellular,27,aug,28,14,-1,0.0,unknown,0
23286,42,technician,married,secondary,0,314,0,0,cellular,27,aug,11,22,-1,0.0,unknown,0
23287,50,blue-collar,married,primary,0,157,0,0,cellular,27,aug,50,4,-1,0.0,unknown,0
23288,55,admin.,married,secondary,0,1232,0,0,cellular,27,aug,97,7,-1,0.0,unknown,0
23289,55,technician,married,secondary,0,570,0,0,cellular,27,aug,94,6,-1,0.0,unknown,0
23290,33,unemployed,divorced,secondary,0,385,0,0,telephone,27,aug,29,28,-1,0.0,unknown,0
23292,31,management,married,tertiary,0,607,0,0,cellular,27,aug,200,5,-1,0.0,unknown,0
23293,41,admin.,married,secondary,0,875,0,1,cellular,27,aug,247,6,-1,0.0,unknown,0
23296,52,technician,married,secondary,0,470,0,0,cellular,27,aug,60,8,-1,0.0,unknown,0
23297,34,management,single,tertiary,0,-2,0,0,cellular,27,aug,57,6,-1,0.0,unknown,0
23298,56,retired,married,primary,0,-1,0,0,cellular,27,aug,89,23,-1,0.0,unknown,0
23299,44,technician,single,secondary,0,-34,0,1,cellular,27,aug,14,13,-1,0.0,unknown,0
23300,46,admin.,married,secondary,0,979,0,0,cellular,27,aug,34,15,-1,0.0,unknown,0
23301,39,management,divorced,tertiary,0,81,1,1,cellular,27,aug,49,4,-1,0.0,unknown,0
23303,36,management,married,tertiary,0,0,0,0,telephone,27,aug,645,9,-1,0.0,unknown,1
23305,34,technician,married,secondary,0,1057,0,1,cellular,27,aug,176,10,-1,0.0,unknown,0
23310,32,self-employed,single,secondary,0,356,1,0,cellular,27,aug,511,6,-1,0.0,unknown,0
23311,32,admin.,married,tertiary,0,157,0,0,cellular,27,aug,300,4,-1,0.0,unknown,0
23312,43,technician,married,secondary,0,-705,1,0,cellular,27,aug,125,6,-1,0.0,unknown,0
23313,36,self-employed,married,secondary,0,96,0,0,cellular,27,aug,125,15,-1,0.0,unknown,0
23314,58,retired,married,secondary,0,413,0,0,cellular,27,aug,104,5,-1,0.0,unknown,0
23315,31,self-employed,single,tertiary,0,1788,0,0,cellular,27,aug,212,15,-1,0.0,unknown,0
23316,58,retired,married,unknown,0,911,0,0,cellular,27,aug,178,4,-1,0.0,unknown,0
23318,35,technician,married,secondary,0,198,0,0,cellular,27,aug,282,13,-1,0.0,unknown,0
23320,36,management,married,tertiary,0,0,0,0,cellular,27,aug,558,11,-1,0.0,unknown,0
23321,42,self-employed,married,secondary,0,105,0,0,cellular,27,aug,85,4,-1,0.0,unknown,0
23322,59,technician,divorced,secondary,0,330,0,0,cellular,27,aug,27,5,-1,0.0,unknown,0
23323,30,technician,single,secondary,0,194,0,1,cellular,27,aug,60,3,-1,0.0,unknown,0
23324,33,technician,married,tertiary,0,48,0,0,cellular,27,aug,34,14,-1,0.0,unknown,0
23325,47,blue-collar,married,primary,0,209,0,0,cellular,27,aug,77,6,-1,0.0,unknown,0
23326,38,management,single,tertiary,0,194,0,0,cellular,27,aug,561,2,-1,0.0,unknown,0
23328,31,blue-collar,single,secondary,0,183,0,0,cellular,27,aug,120,4,-1,0.0,unknown,0
23329,46,self-employed,married,primary,0,49,0,0,cellular,27,aug,197,6,-1,0.0,unknown,0
23330,37,technician,divorced,tertiary,0,39,0,0,cellular,27,aug,74,3,-1,0.0,unknown,0
23331,34,technician,single,secondary,0,391,0,0,cellular,27,aug,214,8,-1,0.0,unknown,0
23332,44,management,married,tertiary,0,1138,0,0,cellular,27,aug,523,3,-1,0.0,unknown,1
23333,53,self-employed,married,tertiary,0,837,0,0,cellular,27,aug,160,4,-1,0.0,unknown,0
23334,30,management,single,tertiary,0,890,0,0,cellular,27,aug,16,18,-1,0.0,unknown,0
23336,49,blue-collar,married,secondary,0,24,0,1,cellular,27,aug,168,3,-1,0.0,unknown,0
23337,48,technician,married,secondary,0,164,0,0,cellular,27,aug,76,4,-1,0.0,unknown,0
23338,47,technician,divorced,secondary,0,598,0,0,cellular,27,aug,120,8,-1,0.0,unknown,0
23339,44,housemaid,married,secondary,0,2541,0,0,cellular,27,aug,138,3,-1,0.0,unknown,0
23340,34,management,married,tertiary,0,255,0,0,cellular,27,aug,78,9,-1,0.0,unknown,0
23341,34,management,divorced,tertiary,0,0,1,0,cellular,27,aug,36,7,-1,0.0,unknown,0
23342,41,technician,married,secondary,0,417,0,0,cellular,27,aug,77,3,-1,0.0,unknown,0
23343,49,technician,married,secondary,1,410,0,0,cellular,27,aug,117,7,-1,0.0,unknown,0
23347,41,management,married,tertiary,1,852,1,1,cellular,27,aug,157,10,-1,0.0,unknown,0
23348,55,retired,married,secondary,0,120,0,0,cellular,27,aug,43,3,-1,0.0,unknown,0
23349,32,technician,married,tertiary,0,1868,0,0,cellular,27,aug,186,16,-1,0.0,unknown,0
23350,42,technician,divorced,tertiary,0,2517,0,0,cellular,27,aug,569,17,-1,0.0,unknown,0
23351,32,technician,single,secondary,0,1165,0,0,cellular,27,aug,19,23,-1,0.0,unknown,0
23352,48,blue-collar,married,primary,0,2321,0,0,cellular,27,aug,218,7,-1,0.0,unknown,0
23356,42,self-employed,married,tertiary,0,6383,0,0,cellular,27,aug,111,5,-1,0.0,unknown,0
23358,44,technician,married,secondary,0,682,0,0,cellular,27,aug,85,3,-1,0.0,unknown,0
23360,51,housemaid,married,secondary,0,260,0,0,cellular,27,aug,316,5,-1,0.0,unknown,0
23362,31,technician,single,tertiary,0,4979,0,1,cellular,27,aug,33,2,-1,0.0,unknown,0
23364,31,management,single,tertiary,0,347,1,0,cellular,27,aug,59,6,-1,0.0,unknown,0
23365,32,technician,married,secondary,0,616,1,0,cellular,27,aug,118,7,-1,0.0,unknown,0
23366,57,blue-collar,married,secondary,0,1859,1,0,cellular,27,aug,72,5,-1,0.0,unknown,0
23367,48,management,married,tertiary,0,2460,0,0,cellular,27,aug,106,11,-1,0.0,unknown,0
23368,32,technician,single,secondary,0,5118,1,0,cellular,27,aug,263,12,-1,0.0,unknown,0
23369,33,management,single,tertiary,0,1374,1,1,cellular,27,aug,93,12,-1,0.0,unknown,0
23371,50,blue-collar,married,primary,0,334,0,0,cellular,27,aug,79,3,-1,0.0,unknown,0
23372,30,management,single,tertiary,0,-218,1,0,cellular,27,aug,13,15,-1,0.0,unknown,0
23374,54,management,divorced,tertiary,0,124,0,0,cellular,27,aug,119,11,-1,0.0,unknown,0
23375,54,self-employed,married,unknown,0,204,0,0,cellular,27,aug,231,5,-1,0.0,unknown,0
23376,56,management,divorced,tertiary,0,321,0,0,cellular,27,aug,49,4,-1,0.0,unknown,0
23377,38,housemaid,married,primary,0,3918,0,0,cellular,27,aug,101,3,-1,0.0,unknown,0
23380,58,retired,married,secondary,0,235,0,0,cellular,27,aug,88,4,-1,0.0,unknown,0
23381,50,services,married,secondary,0,60,0,1,cellular,27,aug,151,8,-1,0.0,unknown,0
23382,55,management,married,tertiary,0,1713,0,0,cellular,27,aug,88,5,-1,0.0,unknown,0
23383,32,technician,single,secondary,0,109,0,0,cellular,27,aug,101,3,-1,0.0,unknown,0
23384,50,blue-collar,married,secondary,0,0,0,0,cellular,27,aug,78,3,-1,0.0,unknown,0
23385,53,technician,divorced,secondary,0,28,0,0,cellular,27,aug,293,9,-1,0.0,unknown,0
23386,43,management,married,tertiary,1,0,0,0,cellular,27,aug,25,19,-1,0.0,unknown,0
23387,48,technician,divorced,secondary,1,20,0,0,cellular,27,aug,145,3,-1,0.0,unknown,0
23389,43,housemaid,married,secondary,0,2220,0,0,cellular,27,aug,177,3,-1,0.0,unknown,0
23390,46,admin.,married,secondary,0,68,1,0,cellular,27,aug,267,3,-1,0.0,unknown,0
23391,37,management,married,tertiary,0,5065,0,0,cellular,27,aug,23,19,-1,0.0,unknown,0
23392,35,management,married,tertiary,0,753,0,0,cellular,27,aug,111,9,-1,0.0,unknown,0
23393,36,services,married,secondary,0,84,0,0,cellular,27,aug,206,3,-1,0.0,unknown,0
23395,33,technician,married,secondary,0,1940,0,0,cellular,27,aug,46,10,-1,0.0,unknown,0
23396,31,technician,married,secondary,0,171,0,0,cellular,27,aug,81,3,-1,0.0,unknown,0
23397,32,technician,single,tertiary,0,930,0,0,cellular,27,aug,85,7,-1,0.0,unknown,0
23398,31,management,single,tertiary,0,0,0,0,cellular,27,aug,448,3,-1,0.0,unknown,0
23399,40,management,single,tertiary,0,27,0,0,cellular,27,aug,165,6,-1,0.0,unknown,0
23401,32,admin.,single,tertiary,0,725,0,0,cellular,27,aug,53,4,-1,0.0,unknown,0
23402,40,technician,married,secondary,0,4594,0,0,telephone,27,aug,296,5,-1,0.0,unknown,0
23403,39,management,single,tertiary,0,5976,0,0,cellular,27,aug,113,2,-1,0.0,unknown,0
23404,53,management,divorced,tertiary,0,253,0,0,cellular,27,aug,202,6,-1,0.0,unknown,0
23405,37,management,married,secondary,0,80,0,0,cellular,27,aug,155,3,-1,0.0,unknown,0
23408,40,management,married,secondary,1,-1545,0,0,cellular,27,aug,70,13,-1,0.0,unknown,0
23410,30,management,single,tertiary,0,4,0,0,cellular,27,aug,51,3,-1,0.0,unknown,0
23411,34,technician,single,tertiary,1,-1,0,0,cellular,27,aug,787,13,-1,0.0,unknown,0
23413,31,technician,single,secondary,0,137,0,0,cellular,27,aug,27,14,-1,0.0,unknown,0
23414,37,entrepreneur,married,tertiary,0,298,0,0,cellular,27,aug,183,5,-1,0.0,unknown,0
23415,34,management,single,tertiary,0,682,0,0,cellular,27,aug,472,3,-1,0.0,unknown,0
23417,49,management,married,tertiary,0,276,0,0,cellular,27,aug,62,5,-1,0.0,unknown,0
23418,50,housemaid,married,primary,0,238,0,0,cellular,27,aug,968,5,-1,0.0,unknown,0
23419,55,admin.,married,secondary,0,356,0,0,telephone,27,aug,554,6,-1,0.0,unknown,0
23420,52,admin.,married,secondary,0,190,0,0,cellular,27,aug,276,3,-1,0.0,unknown,0
23421,48,management,married,tertiary,0,0,0,0,cellular,27,aug,203,7,-1,0.0,unknown,0
23422,40,self-employed,married,secondary,1,2,0,0,cellular,27,aug,158,3,-1,0.0,unknown,0
23423,37,technician,married,secondary,0,430,0,0,cellular,27,aug,154,4,-1,0.0,unknown,0
23424,40,technician,married,secondary,1,4,0,0,cellular,27,aug,145,3,-1,0.0,unknown,0
23426,47,blue-collar,married,tertiary,0,1707,0,0,cellular,27,aug,71,7,-1,0.0,unknown,0
23428,33,management,single,tertiary,0,627,0,0,cellular,27,aug,61,5,-1,0.0,unknown,0
23429,39,management,married,secondary,0,0,1,0,cellular,27,aug,63,3,-1,0.0,unknown,0
